% Model:              Beam.mph
% Version:            COMSOL 6.3.0.290
% Date:               Jun 14 2025, 10:50
% Dimension:          2
% Nodes:              1000
% Expressions:        5
% Description: Displacement magnitude, Rotation field, Z component, Bending moment, local z direction, Shear force, local y direction, Normal strain at the first calculation point
% Length unit:        m
% X                       Y                        beam.disp (m)            thz (rad)                beam.Mzl (N*m)           beam.Tyl (N)             beam.e_1 (1)
0.9135                    0                        3.977188686583611E-4     -0.004436163743581262    -28.278330323267117      -285.2022773473333       -1.3573598555168212E-4
0.9145                    0                        3.9327999932154165E-4    -0.004441565803584698    -27.993128045923292      -285.2022773473333       -1.3436701462043177E-4
0.9155                    0                        3.8883575530413746E-4    -0.004446913104750899    -27.707925768578782      -285.2022773473333       -1.3299804368917812E-4
0.9165                    0                        3.843861913649856E-4     -0.004452205647079833    -27.42272349123716       -285.2022773473333       -1.3162907275793834E-4
0.9175                    0                        3.799313622629235E-4     -0.004457443430571525    -27.137521213874145      -285.2022773473333       -1.3026010182659586E-4
0.9185                    0                        3.7547132275678836E-4    -0.004462626455225964    -26.852318936527322      -285.2022773473333       -1.2889113089533112E-4
0.9195                    0                        3.710061276054173E-4     -0.004467754721043162    -26.567116659188592      -285.2022773473333       -1.2752215996410522E-4
0.9205                    0                        3.665358316076477E-4     -0.0044728279880231      -26.276914381866952      -295.20227734192173      -1.2612918903296135E-4
0.9215                    0                        3.620604904823168E-4     -0.004477844816165789    -25.981712104515562      -295.20227734192173      -1.2471221810167465E-4
0.9225                    0                        3.5758016086826183E-4    -0.004482804965471234    -25.686509827174433      -295.20227734192173      -1.2329524717043724E-4
0.9235                    0                        3.530948994443201E-4     -0.004487708435939423    -25.39130754983757       -295.20227734192173      -1.2187827623922031E-4
0.9245                    0                        3.4860476288932883E-4    -0.004492555227570371    -25.096105272498683      -295.20227734192173      -1.2046130530799366E-4
0.9255                    0                        3.441098078821251E-4     -0.004497345340364069    -24.80090299515915       -295.20227734192173      -1.1904433437676387E-4
0.9265                    0                        3.396100911015464E-4     -0.004502078774320512    -24.505700717817007      -295.20227734192173      -1.1762736344552161E-4
0.9275                    0                        3.3510566922642984E-4    -0.004506755529439712    -24.210498440483544      -295.20227734192173      -1.1621039251432097E-4
0.9285                    0                        3.305965989356127E-4     -0.004511375605721658    -23.91529616315239       -295.20227734192173      -1.1479342158313144E-4
0.9295                    0                        3.260829369079323E-4     -0.004515939003166355    -23.620093885801577      -295.20227734192173      -1.1337645065184754E-4
0.9305                    0                        3.215647398622257E-4     -0.004520445481773808    -23.319891608478837      -305.20227734479977      -1.119354797206984E-4
0.9315                    0                        3.170420654373304E-4     -0.004524893601544011    -23.01468933114023       -305.20227734479977      -1.1047050878947307E-4
0.9325                    0                        3.1251497219208347E-4    -0.004529283122476965    -22.709487053792365      -305.20227734479977      -1.0900553785820333E-4
0.9335                    0                        3.079835187253222E-4     -0.0045336140445726755   -22.404284776449202      -305.20227734479977      -1.0754056692695615E-4
0.9345                    0                        3.034477636358839E-4     -0.004537886367831123    -22.099082499102714      -305.20227734479977      -1.06075595995693E-4
0.9355                    0                        2.989077655226057E-4     -0.0045421000922523215   -21.79388022175803       -305.20227734479977      -1.0461062506443853E-4
0.9365                    0                        2.9436358298432495E-4    -0.0045462552178362784   -21.488677944414217      -305.20227734479977      -1.0314565413318822E-4
0.9375                    0                        2.8981527461987894E-4    -0.004550351744582978    -21.183475667070404      -305.20227734479977      -1.0168068320193791E-4
0.9385                    0                        2.852628990281047E-4     -0.0045543896724924305   -20.87827338972254       -305.20227734479977      -1.0021571227066818E-4
0.9395                    0                        2.807065148078398E-4     -0.004558369001564633    -20.573071112374677      -305.20227734479977      -9.875074133939844E-5
0.9405                    0                        2.7614618059792123E-4    -0.004562289491799587    -20.262868835073974      -315.2022773423488       -9.726177040835505E-5
0.9415                    0                        2.715819559571863E-4     -0.004566149703197292    -19.947666557723277      -315.2022773423488       -9.574879947707172E-5
0.9425                    0                        2.670139013644724E-4     -0.0045699493957577575   -19.632464280387186      -315.2022773423488       -9.423582854585846E-5
0.9435                    0                        2.6244207733861657E-4    -0.004573688569480955    -19.317262003046142      -315.2022773423488       -9.272285761462146E-5
0.9445                    0                        2.578665443984562E-4     -0.004577367224366925    -19.002059725704157      -315.2022773423488       -9.120988668337993E-5
0.9455                    0                        2.5328736306282843E-4    -0.004580985360415634    -18.68685744836387       -315.2022773423488       -8.969691575214656E-5
0.9465                    0                        2.487045938505707E-4     -0.004584542977627092    -18.371655171026475      -315.2022773423488       -8.818394482092707E-5
0.9475                    0                        2.4411829728052003E-4    -0.004588040076001306    -18.056452893675203      -315.2022773423488       -8.667097388964096E-5
0.9485                    0                        2.3952853387151384E-4    -0.00459147665553827     -17.74125061634417       -315.2022773423488       -8.5158002958452E-5
0.9495                    0                        2.3493536414238923E-4    -0.004594852716237981    -17.42604833900273       -315.2022773423488       -8.364503202721308E-5
0.9505                    0                        2.3033884865198358E-4    -0.004598168018100446    -17.105846061664497      -325.2022773372333       -8.210806109598956E-5
0.9515                    0                        2.2573904887913409E-4    -0.004601421121125663    -16.7806437843341        -325.2022773372333       -8.054709016480367E-5
0.9525                    0                        2.21136027222678E-4      -0.004604611785313626    -16.455441506990695      -325.2022773372333       -7.898611923355531E-5
0.9535                    0                        2.1652984612145258E-4    -0.00460774001066435     -16.130239229651696      -325.2022773372333       -7.742514830232813E-5
0.9545                    0                        2.1192056801429507E-4    -0.004610805797177816    -15.805036952316312      -325.2022773372333       -7.586417737111829E-5
0.9555                    0                        2.073082553400427E-4     -0.0046138091448540385   -15.479834674976086      -325.2022773372333       -7.43032064398852E-5
0.9565                    0                        2.0269297053753272E-4    -0.004616750053693005    -15.154632397638174      -325.2022773372333       -7.274223550866322E-5
0.9575                    0                        1.9807477604560241E-4    -0.004619628523694729    -14.829430120297948      -325.2022773372333       -7.118126457743012E-5
0.9585                    0                        1.9345373430308902E-4    -0.004622444554859201    -14.504227842968708      -325.2022773372333       -6.962029364624977E-5
0.9595                    0                        1.8882990774882978E-4    -0.004625198147186427    -14.179025565630216      -325.2022773372333       -6.805932271502502E-5
0.9605                    0                        1.842033588616619E-4     -0.004627889060676403    -13.848823288297826      -335.2022773418877       -6.647435178382955E-5
0.9615                    0                        1.7957415104042268E-4    -0.0046305158553291296   -13.513621010961128      -335.2022773418877       -6.48653808526134E-5
0.9625                    0                        1.749423486039494E-4     -0.0046330782911446124   -13.178418733620672      -335.2022773418877       -6.325640992137921E-5
0.9635                    0                        1.703080159110792E-4     -0.004635576368122842    -12.843216456277469      -335.2022773418877       -6.164743899013184E-5
0.9645                    0                        1.6567121732064945E-4    -0.004638010086263819    -12.50801417893629       -335.2022773418877       -6.0038468058894184E-5
0.9655                    0                        1.6103201719149733E-4    -0.004640379445567553    -12.172811901595836      -335.2022773418877       -5.842949712765999E-5
0.9665                    0                        1.563904798824601E-4     -0.0046426844460340354   -11.837609624253933      -335.2022773418877       -5.6820526196418863E-5
0.9675                    0                        1.5174666975237497E-4    -0.0046449250876632675   -11.50240734691897       -335.2022773418877       -5.5211555265211046E-5
0.9685                    0                        1.471006511600793E-4     -0.004647101370455249    -11.167205069574178      -335.2022773418877       -5.360258433395604E-5
0.9695                    0                        1.4245248846441025E-4    -0.004649213294409982    -10.832002792234011      -335.2022773418877       -5.199361340272324E-5
0.9705                    0                        1.378022460642051E-4     -0.0046512606195274675   -10.491800514903993      -345.20227734121306      -5.036064247153916E-5
0.9715                    0                        1.3314998927830104E-4    -0.004653241905807704    -10.146598237561573      -345.20227734121306      -4.870367154029554E-5
0.9725                    0                        1.2849578434553542E-4    -0.004655156913250688    -9.801395960221754       -345.20227734121306      -4.704670060906441E-5
0.9735                    0                        1.238396975447454E-4     -0.004657005641856429    -9.456193682880707       -345.20227734121306      -4.5389729677827385E-5
0.9745                    0                        1.1918179515476828E-4    -0.004658788091624918    -9.110991405538938       -345.20227734121306      -4.373275874658689E-5
0.9755                    0                        1.145221434544413E-4     -0.004660504262556154    -8.765789128197095       -345.20227734121306      -4.207578781534605E-5
0.9765                    0                        1.0986080872260171E-4    -0.004662154154650147    -8.42058685085641        -345.20227734121306      -4.0418816884110754E-5
0.9775                    0                        1.0519785723808677E-4    -0.004663737767906887    -8.07538457351399        -345.20227734121306      -3.876184595286714E-5
0.9785                    0                        1.005333552797337E-4     -0.004665255102326373    -7.730182296169834       -345.20227734121306      -3.710487502161519E-5
0.9795                    0                        9.586736912637974E-5     -0.0046667061579086155   -7.384980018831461       -345.20227734121306      -3.5447904090391007E-5
0.9805                    0                        9.11999650968622E-5      -0.004668090694653606    -7.034777741496298       -355.2022773420187       -3.3766933159182225E-5
0.9815                    0                        8.653121043001829E-5     -0.00466940727256135     -6.67957546415625        -355.2022773420187       -3.206196222794999E-5
0.9825                    0                        8.186117328468526E-5     -0.0046706556516318415   -6.324373186815479       -355.2022773420187       -3.0356991296714293E-5
0.9835                    0                        7.718992185970035E-5     -0.004671835831865086    -5.969170909471167       -355.2022773420187       -2.8652020365461592E-5
0.9845                    0                        7.251752435390083E-5     -0.00467294781326108     -5.613968632130613       -355.2022773420187       -2.6947049434226933E-5
0.9855                    0                        6.784404896612393E-5     -0.004673991595819825    -5.258766354787962       -355.2022773420187       -2.5242078502982215E-5
0.9865                    0                        6.31695638952069E-5      -0.004674967179541319    -4.903564077446758       -355.2022773420187       -2.3537107571744432E-5
0.9875                    0                        5.849413733998704E-5     -0.0046758745644255644   -4.5483618001061314      -355.2022773420187       -2.1832136640509427E-5
0.9885                    0                        5.381783749930154E-5     -0.004676713750472558    -4.193159522761458       -355.2022773420187       -2.0127165709254992E-5
0.9895                    0                        4.9140732571987664E-5    -0.004677484737682304    -3.8379572454190964      -355.2022773420187       -1.842219477801166E-5
0.9905                    0                        4.446289079688267E-5     -0.004678187286054801    -3.477754968081102       -365.20227734252836      -1.6693223846789284E-5
0.9915                    0                        3.9784381332823795E-5    -0.004678819955590047    -3.1125526907388004      -365.20227734252836      -1.4940252915546237E-5
0.9925                    0                        3.5105274258648313E-5    -0.004679382506288044    -2.7473504133983777      -365.20227734252836      -1.318728198431221E-5
0.9935                    0                        3.042563969319345E-5     -0.004679874938148791    -2.382148136054233       -365.20227734252836      -1.1434311053060316E-5
0.9945                    0                        2.574554775529648E-5     -0.004680297251172289    -2.0169458587121842      -365.20227734252836      -9.681340121818484E-6
0.9955                    0                        2.1065068563794618E-5    -0.004680649445358536    -1.6517435813695935      -365.20227734252836      -7.928369190574048E-6
0.9965                    0                        1.6384272237525143E-5    -0.0046809315207075345   -1.286541304027292       -365.20227734252836      -6.175398259331E-6
0.9975                    0                        1.17032288953253E-5      -0.0046811434772192845   -0.9213390266849903      -365.20227734252836      -4.422427328087953E-6
0.9985                    0                        7.02200865603233E-6      -0.004681285314893781    -0.5561367493421104      -365.20227734252836      -2.6694563968421293E-6
0.9995                    0                        2.3406816384834754E-6    -0.004681357033731031    -0.1909344719992305      -365.20227734252836      -9.164854655963063E-7
